Libertinage	 Libertin.	French
liberty	lib.	English
libr-	libr.	Latin
librair-	libr.	French
librar-	libr.	English, Italian
librarianship	librariansh.	English
libreri-	libr.	Italian
librettist-	librett.	French, English
libur-	libur.	Basque
liburnijsk-	liburnij.	Croatian
ličan	lič.	Serbian
licealny-	liceal.	Polish
licenced	licenc.	English
licencia	licenc.	Spanish
licenciado	licenc.	Spanish
licencier	licenc.	French
licens-	licens.	English
licentiate	licent.	English
lichamelijk-	licham.	Dutch
lichenolog-	lichenol.	Multiple languages
Lichfield	Lichf.	English
Lichtbogen	Lichtbog.	German
Lichteinwirkung	Lichteinwirk.	German
Lichtenberg	Lichtenb.	German
lichtenlijst	lichtenl.	Dutch
Lichtenrader	Lichtenrad.	German
Lichtwellenleiter	Lichtwellenleit.	German
licitación	licit.	Spanish
licitation	licit.	Multiple languages
ličn-	lič.	Russian, Serbian
liczb-	licz.	Polish
lidhj-	lidh.	Albanian
lidov-	lid.	Czech
līdzekļ-	līdz.	Latvian
lieben	lieb.	German
Liebhaber-	Liebh.	German
Liechtenstein	Liecht.	German
liečiv-	lieč.	Slovak
Lieferant-	Lief.	German
liefern	lief.	German
Lieferung	Lief.	German
liefhebb-	liefhebb.	Dutch
Liegnitz-	Liegnitz.	German
liehu-	lieh.	Finnish
lieková	liek.	Slovak
liel-	liel.	Latvian
lietpratējs	lietprat.	Latvian
Lietuv-	Liet.	Lithuanian
lietuvos	liet.	Lithuanian
lieutenant	lieuten.	French, English
lifesaving	lifesav.	English
lifeskill-	lifesk.	English
lifespan	lifesp.	English
lifting	lift.	English
liftinstituut	liftinst.	Dutch
lifttechniek	lifttech.	Dutch
ligablad	ligabl.	Dutch
light-	light.	English
ligjor-	ligj.	Albanian
ligningsbok	ligningsb.	Norwegian
lignitic	lignit.	English
lignocellulos-	lignocellul.	English
līgums	līg.	Latvian
lihantuotanto	lihantuot.	Finnish
lihovar-	lihov.	Czech
liidus	liid.	Estonian
liikekalenteri	liikekalent.	Finnish
liikeliito	liikel.	Finnish
-liikenne	-liik.	Finnish
liikenne	liik.	Finnish
liiketaloudellinen	liiketal.	Finnish
liiketaloustiede	liiketaloust.	Finnish
liiketiede	liiket.	Finnish
liiketyonantaja	liiketyon.	Finnish
liikkua	liik.	Finnish
liiklus	liikl.	Estonian
liikmeskond	liikmesk.	Estonian
liikunta	liik.	Finnish
liiteraportti	liiterap.	Finnish
-liitto	-l.	Finnish
liittokokous	liittokok.	Finnish
liječe-	liječ.	Croatian
lijecnick-	lijec.	Serbian
lijecnik-	lijec.	Croatian
lijek-	lijek.	Croatian
lijstenboek	lijstenb.	Dutch
lìkarcʹk-	lìkar.	Ukrainian
likerovodočn-	likerovodočn.	Russian
likestilling	likestill.	Norwegian
likim-	likim.	Lithuanian
likörfabrik-	likörfabr.	German
likorn-	likor.	Croatian
likovni	likov.	Croatian
likumpārkāp-	likumpārkāp.	Latvian
likuvalʹnij	lik.	Ukrainian
likvid-	likvid.	Russian
lilloanus	lillo.	Latin
Limburg	Limbg.	Dutch
limenika	limen.	Greek, Modern (1453- )
Limestone	Limest.	English
limitado	ltd.	Spanish
limitation	limit.	English
limite	lte.	French
limited	ltd.	English
limitrophe	limitr.	French
limnica	limn.	Romanian
limnolog-	limnol.	Multiple languages
limnológ-	limnol.	Hungarian
limonad-	limonad.	French
limpeza	limp.	Portuguese
limpieza	limp.	Spanish
Lincoln	Linc.	English
Lincolnshire	Lincs.	English
Lindau-	Lindau.	German
linejn-	linej.	Bulgarian
linfología	linfol.	Spanish
lingadje	ling.	Romance (Other)
Lingen-	Lingen.	German
lingkar	lingk.	Indonesian
lingkaran	lingk.	Indonesian
lingkungan	lingkung.	Indonesian
lìngua	lìng.	Italian
linguagem	ling.	Portuguese
linguist-	linguist.	Multiple languages
lingüíst-	lingüíst.	Spanish
lingvistik	lingvist.	Swedish
lingvistikk	lingvist.	Norwegian
lingwistycz-	lingwist.	Polish
lingwistyka	lingwist.	Polish
línia	lín.	Slovak
-linie	-lin.	German, Danish
Linie	Lin.	German, Danish
linija	lin.	Croatian
linkage	link.	English
linker	link.	English
linking	link.	English
linkletter	linklett.	English
Linkoping	Linkop.	Swedish
linnaeisch-	linn.	German
linnean	linn.	English
linnéen-	linn.	French
linnenindustrie	linnenind.	Dutch
Lintorfer	Lintorf.	German
lintuasema	lintuas.	Finnish
lintutieteelli-	lintutiet.	Finnish
Linz-	Linz.	German
liofilʹnostʹ	liofilʹ.	Russian
lipanj-	lipanj.	Croatian
lipeck-	lipeck.	Russian
lipican-	lipican.	Croatian
lipidology	lipidol.	English
lipidomics	lipidom.	English
lipochim-	lipochim.	Italian, Romanian, French
lipovljan-	lipovljan.	Croatian
lipped	lipp.	English
lippisch-	lipp.	German
liquef-	liq.	English
liquid-	liq.	English, French
liquor-	liquor.	English
Liquordiagnos-	Liquordiagn.	German
liric-	lir.	Italian
lisast-	lisast.	Slovenian
Lisboa	Lisb.	Portuguese
Lisbonne	Lisb.	French
lise-	lise.	Turkish
Liselund	Lisel.	Danish
lisensiaatti	lis.	Finnish
list-	list.	Croatian
listasafn-	listsfn.	Icelandic
listok	list.	English
listoprokatnyj	listoprok.	Russian
Litauen	Litau.	Norwegian
literack-	lit.	Polish
literacy	lit.	English
literair	lit.	Dutch
literar-	lit.	English
literárn-	lit.	Czech
literat-	lit.	Multiple languages
lithograph-	lithogr.	Multiple languages
litholog-	lithol.	Multiple languages
lithoprinter	lithopr.	English
lithostratigraph-	lithostratigr.	English
lithotripsy	lithotr.	English
lithuani-	lith.	Multiple languages
litigation	litig.	English
litigator	litig.	English
litodinam-	litodin.	Russian
litografi	litogr.	Norwegian
litohimi-	litohim.	Russian
litolog-	litol.	Multiple languages
lìtopis	lìtop.	Ukrainian
litovsk-	litov.	Russian
litterae	litt.	Latin
littéraire	litt.	French
litterar-	litt.	Italian
litteratur	litt.	Swedish
littérature	litt.	French
lituan-	litu.	Spanish, French, Italian, Lithuanian
liturg-	liturg.	French, English, Polish
livar-	livar.	Serbian
Liverpool	Liverp.	English
live-stock	live-st.	English
livestock	livest.	English
livräddare	livrädd.	Swedish
livreiro	livr.	Portuguese
livsåskådning	livsåskådn.	Swedish
livsforsikring	livsforsikr.	Norwegian
livsmedel	livsmed.	Swedish
lizing	liz.	Russian
lízing	líz.	Hungarian
ljek-	ljek.	Croatian
ljetopis	ljetop.	Croatian
ljevarsk-	ljevar.	Croatian
ljubavn-	ljubav.	Croatian
ljubez-	ljubez.	Slovenian
ljubimci	ljubim.	Croatian
ljubit-	ljubit.	Croatian
Ljubljana	Ljubl.	Slovak, Slovenian
ljubušk-	ljubuš.	Serbian
ljud-	ljud.	Slovenian, Bosnian, Croatian
ljudteknik	ljudtek.	Swedish
lleng-	lleng.	Catalan
llibertario	llibert.	Catalan
llibertat	llib.	Catalan
llibrer-	llibr.	Catalan
llibreta	llibr.	Catalan
llicenciat	llicenc.	Catalan
lliterar-	llit.	Catalan
llyfrau	llyfr.	Welsh
llyfrgell	llyfrg.	Welsh
llyfryddiaeth	llyfry.	Welsh
loading	load.	English
lobbyist	lobby.	English
løbende	løb.	Danish
lobynas	lobyn.	Lithuanian
localisation	localis.	Multiple languages
locally	local.	English
locataire	locat.	French
locatif	locat.	French
location-	locat.	French, English
locazióne	locaz.	Italian
Loccumer	Loccum.	German
locksmith-	locksmith.	English
locomoción	locomoc.	Spanish
locomoti-	locomot.	Multiple languages
locomotor	locomot.	Spanish
locuint̡ă	locui.	Romanian
lodg-	lodg.	English
lodzens-	lodz.	Latin
lodziens-	lodz.	Latin
łódzk-	łódz.	Polish
loetel-	loet.	Estonian
logariasm-	logar.	Greek, Modern (1453- )
logarism-	logar.	Greek, Modern (1453- )
logboek	logb.	Dutch
logbook	logb.	English
lögfræðing-	lögfræð.	Icelandic
logic	log.	English
logică	log.	Romanian
lógica	lóg.	Spanish
logical	log.	English
logigram	logigr.	Dutch
Logik	Log.	German
logika	log.	Hungarian
logikē	log.	Greek, Modern (1453- )
logique	log.	French
logistic-	logist.	English
logistiek	logist.	Dutch
Logistik	Logist.	German, Indonesian
logisztika	logiszt.	Hungarian
logopaedi-	logop.	English, German
logoped-	logop.	Multiple languages
logopéd-	logop.	Hungarian
logotehnik-	logoteh.	Greek, Modern (1453- )
logotherap-	logother.	English
Logotherapie	Logother.	German
Lohmar-	Lohmar.	German
Lohneinkommen	Lohneinkomm.	German
Lohnmaschine	Lohnmasch.	German
Lohnsteuerpflichtig-	Lohnsteuerpflicht.	German
Lohnsteuerzahler	Lohnsteuerzahl.	German
Löhrbach	Löhrb.	German
lohvicʹk-	lohvic.	Ukrainian
Loimaa	Loim.	Finnish
loimodōn	loimod.	Greek, Modern (1453- )
Loire-Atlantique	Loire-Atl.	French
lokal-	lokal.	Croatian, Slovenian
Lokalanästhet-	Lokalanästh.	German
Lokalausgabe	Lokalausg.	German
lokalhistorie	lokalhist.	Norwegian
lokális	lokál.	Hungarian
lokalsamfunn	lokalsamf.	Norwegian
lokaltrafikhistorie	lokaltrafikhist.	Norwegian
lokomotiv	lokomot.	Danish
lokostrel-	lokostr.	Slovenian
Lolland	Loll.	Danish
lombard-	lomb.	French
Lomnick-	Lomn.	Czech
lomonosovsk-	lomonosovsk.	Russian
łomżensis	łomż.	Polish
łomżyńsk-	łomż.	Polish
-lönd	-l.	Icelandic
London	Lond.	English
Lòndra	Lònd.	Italian
Londres	Lond.	French
longafwijking	longafwijk.	Dutch
longest	long.	English
longevidad	longev.	Spanish
longevità	longev.	Italian
longevity	longev.	English
longitude	longit.	French
longitudinal	longitud.	English
lønnsomhetsundersøkelse	lønnsomhetsunders.	Norwegian
lønnsstatistikk	lønnsstat.	Norwegian
lønnstelling	lønnstell.	Norwegian
löntagare	löntag.	Swedish
loodgiet-	loodgiet.	Dutch
loodgieter-	loodgiet.	Dutch
loodswezen	loodswez.	Dutch
loodus	lood.	Estonian
loodusevaatleja	loodusevaatl.	Estonian
looduskaitseala-	looduskaitseala.	Estonian
loodusteadus-	loodustead.	Estonian
loodusuuri-	loodusuur.	Estonian
looking	look.	English
loomakasvatus	loomakasv.	Estonian
loonadministrateur	loonadm.	Dutch
loonbelasting	loonbelast.	Dutch
loontabel-	loontab.	Dutch
loopbane	loopb.	Afrikaans
Loosdrecht	Loosdr.	Dutch
Looser	Loos.	German
lopatov-	lopat.	Czech
lopkopība	lopkop.	Latvian
Loretteville	Lorettev.	French
lorgn-	lorgn.	French
Lorient-	Lorient.	French
Los Angeles	Los Angel.	English
losbladig	losbl.	Dutch
Löschung	Lösch.	German
Loseblatt	Losebl.	German
løshed	løsh.	Danish
losigkeit	losigk.	German
lošinj-	lošinj.	Croatian
løsning-	løsn.	Danish
Lösung	Lös.	German
lótenyészt-	lóteny.	Hungarian
lotharing-	lothar.	French
Lothringen	Lothr.	German
lotissement	lotiss.	French
lotnictwo	lot.	Polish
lotosov-	lotos.	Croatian
Lötverbindung-	Lötverbind.	German
Loughborough	Loughb.	English
louhannais-	louhan.	French
Louiseville	Louisev.	French
Louisiana	La.	English
loutk-	loutk.	Czech
louxembourg-	louxemb.	Greek, Modern (1453- )
lovački	lovač.	Serbian
lovaniens-	lovan.	Latin
lovaski	lovas.	Croatian
lóverseny	lóvers.	Hungarian
lóversenyújság	lóversújs.	Hungarian
lovgivning	lovgiv.	Danish
lovorski	lovor.	Croatian
lovran-	lovran.	Croatian
lovrećki	lovreć.	Croatian
lovtidend	lovtid.	Norwegian
lower-	low.	English
lowground	lowgr.	English
łowick-	łowic.	Polish
łowiec-	łow.	Polish
lowland-	lowl.	English
loyal-	loyal.	English
lozarsk-	lozar.	Bulgarian
lozarstv-	lozar.	Serbian
lozer-	lozer.	French
lozničk-	loznič.	Serbian
łożyskow-	łożysk.	Polish
lrab-	lrab.	Armenian
luachál-	luach.	
Lubaczowsk-	Lubacz.	Polish
lubân-	lubân.	Russian
Lubartów	Lubart.	Polish
Lübeck	Lüb.	German
lubelsk-	lub.	Polish
lûbitel-	lûbit.	Russian
Lublin	Lub.	Polish
lublinieck-	lubl.	Polish
lubricant-	lubr.	French, English
lubricat-	lubr.	French, English
lubrifica-	lubrif.	Italian
Lubusk-	Lubus.	Polish
lučev-	luč.	Russian
Lüchow-Dannenberg	Lüchow-Dannenb.	German
luchtbehandeling	luchtbehandel.	Dutch
luchtkwaliteit	luchtkwal.	Dutch
luchtvaart	luchtv.	Dutch
luchtvaartlaborator-	luchtvaartlab.	Dutch
luchtvaartverwant	luchtvaartverw.	Dutch
luchtvaren-	luchtvar.	Dutch
luchtverkenning	luchtverkenn.	Dutch
luchtverontreiniging	luchtverontreinig.	Dutch
luchtwaardigheidsaanwijzing	luchtwaardigheidsaanwijz.	Dutch
lucr-	lucr.	Romanian
lucrativ-	lucrat.	Portuguese
ludność	ludn.	Polish
ludographique	ludogr.	German
ludový	lud.	Slovak
ludowy	lud.	Polish
ludoznaw-	ludozn.	Polish
l'udsk-	l'ud.	Slovak
Ludwigsburg	Ludwigsbg.	German
Ludwigshafen	Ludwigshaf.	German
luentomoniste	luentomon.	Finnish
luettel-	luett.	Finnish
Luftanalyse	Luftanal.	German
Luftbildauswertung	Luftbildauswert.	German
Luftbildnachweis	Luftbildnachw.	German
Luftbildwesen	Luftbildwes.	German
Luftfahrer	Luftfahr.	German
Luftfahrtforschung	Luftfahrtforsch.	German
Luftfahrttechnologie	Luftfahrttechnol.	German
Luftfahrttriebwerk	Luftfahrttriebw.	German
Luftfahrzeug	Luftfahrz.	German
luftfarende	luftfar.	Danish
luftfartsalmanakk	luftfartsalm.	Norwegian
luftfartshåndbok	luftfartshåndb.	Norwegian
luftfartsverk-	luftfartsv.	Swedish
Luftflotte	Luftfl.	German
Lufthansa	Lufth.	German
Lufthygien-	Lufthyg.	German
luftmilitær-	luftmil.	Norwegian
Luftqualität	Luftqual.	German
Luftrecht	Luftr.	German
Luftreinhaltetechni-	Luftreinhaltetech.	German
Luftreinhaltung-	Luftreinhalt.	German
Luftschadstoff-	Luftschadst.	German
Lufttechnik	Lufttech.	German
Lüftung	Lüft.	German
luftvardsforskning-	luftvardsforsk.	Swedish
Luftverkehr	Luftverk.	German
Luftverteidigung	Luftverteid.	German
Luftverunreinigung	Luftverunreinig.	German
Luftwissen	Luftwiss.	German
lugansk-	lugansk.	Russian
luggage	lugg.	English
lugovodstv-	lugovod.	Russian
luhnar-	luhn.	Greek, Modern (1453- )
luistelija-	luist.	Finnish
luisteronderzoek	luisteronderz.	Dutch
Lukanien	Lukan.	German
lukeiarh-	lukeiarh.	Greek, Modern (1453- )
lukeio	luk.	Greek, Modern (1453- )
lukkoseppäliikkeid-	lukkoseppäliik.	Finnish
lukukausi	lukuk.	Finnish
lukuvuonn-	lukuv.	Finnish
lukuvuosi	lukuv.	Finnish
lulian-	lul.	Spanish
lullian-	lul.	Spanish
lumberman	lumberm.	English
lumberyard	lumbery.	English
lûminesc-	lûmin.	Russian
luminescen-	lumin.	English, French
lumineszen-	lumin.	German
lûminofor	lûminof.	Russian
luminotecnic-	luminotec.	Spanish
luminous	lumin.	English
lunaire	lun.	French
lunario	lun.	Spanish
Lundastudi-	Lundastud.	Swedish
lundens-	lund.	Latin
Lüneburg	Lünebg.	German
lunetier	lunet.	French
Lunéville	Lunév.	French
Lungenforschung-	Lungenforsch.	German
Lungenkrankheit-	Lungenkrankh.	German
lungsjukdom	lungsjukd.	Swedish
luonnonsuojelu	luonnonsuoj.	Finnish
luonnontieteellin-	luonnont.	Finnish
luonnonvarainhoitotoimisto-	luonnonvarainhoitotoim.	Finnish
luonnonystäv-	luonnonyst.	Finnish
luontaisparantola	luontaispar.	Finnish
luostari	luost.	Finnish
lusacien	lus.	French
lusatian	lus.	English
lusavor-	lusav.	Armenian
lusíada	lus.	Portuguese
lusitan-	lusit.	Portuguese
lusophone	lusoph.	French
lúšťovky	lúšť.	Slovak
luterana	luter.	Spanish
luterānis	luter.	Latvian
luterilainen	luter.	Finnish
lutheraner	luther.	English
lutherie	luth.	French
luthérien	luthér.	French
Lutherse	Luther.	Dutch
luthier	luth.	French
lutkar-	lutkar.	Croatian
lutnictw-	lutn.	Polish
lutrōm-	lutrōm.	Greek, Modern (1453- )
luxation	luxat.	French
luxembourg-	luxemb.	French
Luxemburg-	Luxembg.	German
luxtoerisme	luxtoer.	Dutch
luxtourisme	luxtour.	French
luxur-	lux.	English
luxus	lux.	Hungarian
luxusautó	luxautó.	Hungarian
Luzifer	Luzif.	German
łużyck-	łuż.	Polish
Lʹvív-	Lʹvív.	Ukrainian
lʹvivsʹk-	lʹviv.	Ukrainian
lʹvovsk-	lʹvov.	Russian
lwowski	lwow.	Polish
lyasn-	lyasn.	Belarussian
Lycaenid-	Lycaen.	German
lyhen-	lyh.	Finnish
lyhytterapia	lyhytter.	Finnish
łykowy	łyk.	Polish
lymphat-	lymphat.	French
Lymphbewegung	Lymphbeweg.	German
lymphocyte	lymph.	Multiple languages
Lymphologie	Lymphol.	German
Lymphsystem-	Lymphsyst.	German
Lynnwood	Lynnw.	English
lyömäsoittin	lyömäsoitt.	Finnish
lyonnais-	lyon.	French
lyric	lyr.	English
lyrica	lyr.	Italian
Lyrik	Lyr.	German
lyrique	lyr.	French
lyrisch	lyr.	German
lyrisme	lyr.	French
lystig	lyst.	Danish
lyžařství	lyž.	Czech
maakonn-	maak.	Estonian
maakunt-	maak.	Finnish
maaltijdenverstrekk-	maaltijdenverstrekk.	Dutch
maamagneet-	maamagn.	Finnish
maandbericht-	maandber.	Dutch
maandblad	maandbl.	Dutch
maandbrief	maandbr.	Dutch
maandelijks	maand.	Dutch
maandnotitie	maandnot.	Dutch
maandorgan	maandorg.	Dutch
maandoverzicht	maandoverz.	Dutch
maandschrift-	maandschr.	Dutch
maandstatistiek	maandstat.	Dutch
maandverslag	maandversl.	Dutch
maanedsskrift	maanedsskr.	Norwegian
maanmitta-	maanmit.	Finnish
maanpuolustuks-	maanpuol.	Finnish
maantee-	maant.	Estonian
maantiede	maant.	Finnish
maantiekuljet-	maantiekulj.	Finnish
maantiet-	maant.	Finnish
maanviljel-	maanvilj.	Finnish
maaparandus	maapar.	Estonian
määräkennus	määräken.	Finnish
maardblad	maardbl.	Dutch
Maasgabe	Maasg.	German
maatalou-	maatal.	Finnish
maatilarekisteri	maatilarekist.	Finnish
maatilatalou-	maatilatal.	Finnish
maatschappelijk	maatsch.	Dutch
maatschappij	maatsch.	Dutch
maatskapp-	maatsk.	Afrikaans
macaronésico	macaronés.	Spanish
macchin-	macch.	Italian
macedoni-	maced.	Multiple languages
macellazione	macellaz.	Italian
machin-	mach.	English, French
mācīb-	māc.	Latvian
mācīšana	mācīš.	Latvian
mâconnais	mâcon.	French
maçonnerie	maçon.	French
macrocyclic	macrocycl.	English
macroeconom-	macroecon.	English
macro-economisch-	macro-econ.	Dutch
macromolecul-	macromol.	French, English
macronutrient-	macronutr.	English
macroperspective	macroperspect.	Multiple languages
macroprudent-	macroprudent.	English
macroscop-	macrosc.	English
Madagascar	Madag.	Multiple languages
Madagaskar	Madag.	German
madárbarát	madárbar.	Hungarian
madʹârsk-	madʹ.	Slovak, Russian, Czech
mađarsk-	mađ.	Croatian
madártan	madárt.	Hungarian
madárvédel-	madárvéd.	Hungarian
Mädchenbildung	Mädchenbild.	German
Madrid	Madr.	Spanish
Madrider	Madr.	German
madrileño	madr.	Spanish
maecenat-	maecen.	German
-mægling	mægl.	Danish
maendene	maend.	Danish
mærke	mrk.	Danish
maestr-	maest.	Spanish
maetschappij	maetsch.	Dutch
magadansk-	magadan.	Russian
magaletter	magalett.	Dutch
magánépít-	magánép.	Hungarian
magániskola	magánisk.	Hungarian
magánlakásépít-	magánlakép.	Hungarian
magántervez-	magánterv.	Hungarian
magánvállalkoz-	magánvállalk.	Hungarian
magasépítés	magasép.	Hungarian
magasin	mag.	French
magazi	mag.	Greek, Modern (1453- )
magazien	mag.	Dutch
magazijn	mag.	Dutch
magazin	mag.	German
magazin-	mag.	French, English
magazyn	mag.	Polish
magazzin-	mag.	Italian
magdalena	magdal.	Spanish
magdalénien	magdal.	French
magdalenka	magdal.	Polish
Magdeburg	Magdebg.	German
Magdeburger	Magdebg.	German
mageir-	mageir.	Greek, Modern (1453- )
Magenkrankheit-	Magenkrankh.	German
maggióre	magg.	Italian
Magglingen	Maggl.	German
maghrébin	maghréb.	French
magical	magic.	English
magik-	magik.	Greek, Modern (1453- )
magistarsk-	magistar.	Serbian
magistrad-	magistr.	Spanish
magistralʹnyj	magistral.	Russian
magistrat-	magistr.	Italian
magkutat-	magkut.	Hungarian
magli-	magl.	Italian
magmati-	magmat.	Multiple languages
magmatogen-	magmatog.	Russian
magmoobrazovan-	magmoobraz.	Russian
magnánimo	magnán.	Spanish
Magnēsia	Magnēs.	Greek, Modern (1453- )
magnesium	magnes.	Multiple languages
mágneskártya	mágnkty.	Hungarian
magnet	magn.	Indonesian
magneti-	magn.	Multiple languages
magnetoelectroni-	magnetoelectron.	English
magnetohimi-	magnetohim.	Russian
magnetohydrodynami-	magnetohydrodyn.	Multiple languages
magnétohydrodynami-	magnétohydrodyn.	French
magnetoplasmadynami-	magnetoplasmadyn.	Multiple languages
magnétoplasmadynami-	magnétoplasmadyn.	French
magnetorheolog-	magnetorheol.	English
magnetospher-	magnetos.	English
magnetoszféra	magnetosz.	Hungarian
magnétothèque	magnétoth.	French
magnetyczn-	magn.	Polish
magnezialʹn-	magnez.	Russian
magnezol-	magnezol.	Polish
magnievyj	magniev.	Russian
magnific-	magnif.	Latin
magnify-	magnify.	English
magnitn-	magn.	Russian
magnitnotverd-	magnitnotverd.	Russian
magnitodielektri-	magnitodielektr.	Russian
magnitogidrodinam-	magnitogidrodin.	Russian
magnitogorsk-	magnitogorsk.	Russian
magnitosfer-	magnitos.	Russian
magnitude	magnit.	French
magyar	magy.	Hungarian
Magyarnándor	Mnándor.	Hungarian
Magyarország	Mo.	Hungarian
Magyarpolány	Magypolány.	Hungarian
magyarság	magys.	Hungarian
magyarságkutat-	magyskut.	Hungarian
magyartarka	magytarka.	Hungarian
Mahackala	Mahack.	Russian
mahardhika	mahard.	Indonesian
mahasiswa	mhs.	Indonesian
mahētik-	mahēt.	Greek, Modern (1453- )
Mahnbrief	Mahnbr.	German
Mahnverfahren	Mahnverfahr.	German
mahogany	mahog.	English
maholnap	maholn.	Hungarian
mahoročn-	mahor.	Russian
Mähren	Mähr.	German
mährisch-	mähr.	German
Maiduguri	Maid.	English
maieut-	maieut.	Greek, Modern (1453- )
Maihing-	Maih.	German
mail-	mail.	English
mailbox	mailb.	English
Maingebiet	Maingeb.	German
mainland	mainl.	English
maino-	main.	Finnish
maintain-	maint.	English
maintainability	maintainab.	English
maintenance	maint.	French
maintien	maint.	French
maintinim-	maintin.	Lithuanian
Mainzer	Mainz.	German
màiscoltor-	màiscolt.	Italian
maistas	maist.	Lithuanian
maitotalouden	maitotal.	Finnish
majalah	maj.	Indonesian
majandus	majand.	Estonian
majapid-	majap.	Estonian
maja̢t-	maja̢t.	Polish
majdanpečk-	majdanp.	Serbian
majetkové	majet.	Slovak
majlis	majl.	Malay
majorit-	major.	French, English
majstor	majst.	Croatian
május	máj.	Hungarian
majut-	majut.	Estonian
makalah	makal.	Indonesian
makale-	makal.	Turkish
Makarenkianus	Makarenk.	German
makaronn-	makaron.	Russian
Makarska	Makars.	Croatian
Makedonija	Maked.	Macedonian
makedonitissas	maked.	Greek, Modern (1453- )
makedonsk-	makedon.	Macedonian
makeevsk-	makeev.	Russian
maker	mak.	English
maket-	maket.	Multiple languages
making	mak.	English
Makler	Makl.	German
maklersk-	makl.	Polish
maklumat	mklm.	Malay
makrobonitet-	makrobonitet.	Croatian
makroekonom-	makroekon.	Latvian
makrogazdaság	makrogazd.	Hungarian
makromolekul-	makromol.	Russian, German
makroökonómia	makroökon.	Hungarian
makroskop-	makrosk.	German
makroskopisch-	makrosk.	German
maksāj-	maksāj.	Latvian
makšķernieks	makšķern.	Latvian
māksl-	māksl.	Latvian
mäktäb-	mäktäb.	Azerbaijani
maktutredning	maktutred.	Swedish
malacitan-	malacit.	Spanish
malacolog-	malacol.	English, French
malad-	mal.	French
maladjusted	maladjust.	English
malakolog-	malakol.	German, Russian
malakológia	malakol.	Hungarian
malakozoologisch-	malakozool.	German
malalt-	mal.	Catalan
malaria	malar.	English, French
malariolog-	malariol.	Multiple languages
malârnyj	malârn.	Russian
malat-	mal.	Italian
Malayan	Malay.	English
Malaysia-	Malays.	English
malbor-	malbor.	Polish
Malerhandwerk	Malerhandw.	German
Malerzeitung	Malerztg.	German
Malesian	Males.	English
malesianus	males.	Latin
målførearkiv	målføreark.	Norwegian
malformation	malform.	English, French
málfræði	málfr.	Icelandic
malfunction	malfunct.	English
malien	mali.	French
malignan-	malig.	English
måling	mål.	Danish
mallios	mall.	Greek, Modern (1453- )
mallorquín	mallorq.	Spanish
málnefnd-	málnefn.	Icelandic
maloizvestnyj	maloizvestn.	Russian
maloljetni	maloljet.	Croatian
malomipar	malomip.	Hungarian
Małopolska	Małop.	Polish
malow-	malow.	Polish
malpractice	malpract.	English
maltdrycksforskning-	maltdrycksforsk.	Swedish
malterie	malt.	French
Maltese	Malt.	English
malting	malt.	English
Mälzer	Mälz.	German
Mälzerei	Mälz.	German
Malzfabrik-	Malzfabr.	German
Malzindustrie	Malzind.	German
Malzmeister	Malzmeist.	German
mamar-	mamar.	Spanish
mamelle	mam.	French
mamillaria	mamill.	English
mammalia-	mamm.	Latin
mammalog-	mammal.	English, French
mammals	mamm.	English
Mammendorf	Mammend.	German
mammifère	mammif.	French
mammography	mammogr.	English
mamüller	mamül.	Turkish
manad-	manad.	Icelandic
månadsblad	månadsbl.	Swedish
månadsskrift	månadsskr.	Swedish
månadsstatistik	månadsstat.	Swedish
månadstidning	månadstidn.	Swedish
manag-	manag.	Multiple languages
manajemen	manaj.	Indonesian
manažer	manaž.	Slovak
manažerský	manaž.	Czech
manažment	manaž.	Slovak
mancheg	manch.	Spanish
Manchester	Manch.	English
mandatory	mandat.	English
mande-	mand.	French
mandolin-	mandol.	French, English
månedlig	måned.	Danish, Norwegian
månedsblad	månedsbl.	Danish, Norwegian
månedshefte	månedsh.	Norwegian
månedsinformasjon	månedsinf.	Norwegian
månedsoversigt	månedsovers.	Danish
månedsoversikt	månedsovers.	Norwegian
månedsrapport	månedsrapp.	Norwegian
månedsskrift-	månedsskr.	Danish, Norwegian
månedsstatistikk	månedsstat.	Norwegian
mangesprog-	mangespr.	Danish
mangl-	mangl.	English
manichean	manich.	English
manichéen	manich.	French
manicòmio	manicòm.	Italian
manifestacija	manifest.	Bosnian
manifestatie	manif.	Dutch
manifestation	manif.	French
manifeste	manif.	French
manifesto	manif.	Spanish, English
Manilana	Manil.	English
manipul-	manip.	French, English
Manitoba	Manit.	English
manitobain	manit.	French
manjin-	manjin.	Croatian
manjuric-	manjur.	Latin
mankind	mank.	English
mannekr-	mannekr.	Afrikaans
mannenkrant	mannenkr.	Dutch
mannenstudie	mannenstud.	Dutch
Männerarbeit	Männerarb.	German
Mannheim	Mannh.	German
Mannheimer	Mannh.	German
mannsrolleutvalg	mannsrolleutv.	Norwegian
manorial	manor.	English
manoscritt-	manoscr.	Italian
manpower	manpow.	English
mansard-	mansard.	French
Mansfeld-	Mansfeld.	German
mänsklig-	mänskl.	Swedish
mantenimiento	manten.	Spanish
mantoj-	mant.	Latvian
mantovan-	mantov.	Italian
manual	man.	English
manuale	man.	Italian
manualidad-	manualid.	Spanish
manuel	man.	French
manuell-	man.	German
manufactor-	manuf.	English
manufactur-	manuf.	French, English
manuscript	manuscr.	English
manuscrit	manuscr.	French
manusia	mns.	Indonesian
Manuskr-	Manuskr.	German
manutenção	manut.	Portuguese
manutención	manut.	Spanish
